8424,CONCORDIA
2973,CONGONHAS
2976,CONSELHEIRO LAFAIETE
2980,CONTAGEM
5996,CORNELIO PROCOPIO
2990,CORONEL FABRICIANO
4152,CORUMBA
9079,COSMOPOLIS
9082,COTIA
4154,COXIM
1300,CRATEUS
1301,CRATO
8430,CRICIUMA
7632,CRUZ ALTA
9087,CRUZEIRO
6,CRUZEIRO DO SUL
9088,CUBATAO
4347,CUIABA
6015,CURITIBA
3023,CURVELO
74,DELMIRO GOUVEIA
9094,DIADEMA
3047,DIVINOPOLIS
4163,DOURADOS
9103,DRACENA
6912,DUQUE DE CAXIAS
9113,EMBU DAS ARTES
7675,ERECHIM
7697,ESTEIO
579,EUNAPOLIS
582,FEIRA DE SANTANA
8452,FLORIANOPOLIS
3128,FORMIGA
2165,FORMOSA
1347,FORTALEZA
6091,FOZ DO IGUACU
9144,FRANCA
6094,FRANCISCO BELTRAO
3146,FRUTAL
5259,GARANHUNS
9150,GARCA
5261,GOIANA
2174,GOIANIA
2177,GOIATUBA
3169,GOVERNADOR VALADARES
7744,GRAMADO
7748,GRAVATAI
7750,GUAIBA
606,GUANAMBI
1879,GUARAPARI
6131,GUARAPUAVA
9177,GUARATINGUETA
9182,GUARUJA
9183,GUARULHOS
3190,GUAXUPE
9862,GURUPI
9189,HORTOLANDIA
9197,IBITINGA
1392,ICO
5281,IGARASSU
1396,IGUATU
7771,IJUI
659,ILHEUS
2475,IMPERATRIZ
9216,INDAIATUBA
3229,IPATINGA
669,IPIRA
678,IRECE
8796,ITABAIANA
3234,ITABIRA
6941,ITABORAI
683,ITABUNA
233,ITACOATIARA
6943,ITAGUAI
4651,ITAITUBA
8507,ITAJAI
3245,ITAJUBA
702,ITAMARAJU
9237,ITANHAEM
9239,ITAPECERICA DA SERRA
6950,ITAPERUNA
9240,ITAPETININGA
9242,ITAPEVA
1422,ITAPIPOCA
9244,ITAPIRA
9246,ITAPOLIS
9250,ITAQUAQUECETUBA
9254,ITATIBA
3267,ITAUNA
9260,ITU
3275,ITUIUTABA
2204,ITUMBIARA
5302,JABOATAO DOS GUARARAPES
9265,JABOTICABAL
9267,JACAREI
736,JACOBINA
740,JAGUAQUARA
9274,JALES
3290,JANAUBA
3291,JANUARIA
8518,JARAGUA DO SUL
2209,JATAI
9285,JAU
749,JEQUIE
7336,JI-PARANA
3304,JOAO MONLEVADE
4964,JOAO PESSOA
3305,JOAO PINHEIRO
8521,JOINVILLE
9291,JOSE BONIFACIO
759,JUAZEIRO
1451,JUAZEIRO DO NORTE
3315,JUIZ DE FORA
9295,JUNDIAI
8802,LAGARTO
8525,LAGES
8528,LAGUNA
7823,LAJEADO
5329,LAJEDO
789,LAURO DE FREITAS
3341,LAVRAS
9315,LEME
3344,LEOPOLDINA
9317,LIMEIRA
1470,LIMOEIRO DO NORTE
1925,LINHARES
9319,LINS
793,LIVRAMENTO DE NOSSA SENHORA
6268,LONDRINA
9321,LORENA
2222,LUZIANIA
6962,MACAE
307,MACAPA
109,MACEIO
8543,MAFRA
6964,MAGE
241,MANACAPURU
243,MANAUS
3373,MANHUACU
4677,MARABA
1486,MARACANAU
6297,MARECHAL CANDIDO RONDON
6971,MARICA
9348,MARILIA
6308,MARINGA
9354,MATAO
9355,MAUA
2234,MINEIROS
9366,MIRASSOL
9368,MOCOCA
9369,MOGI DAS CRUZES
9370,MOGI GUACU
9371,MOGI MIRIM
9377,MONTE ALTO
3441,MONTE CARMELO
3448,MONTES CLAROS
2240,MORRINHOS
7220,MOSSORO
3460,MURIAE
7221,NATAL
6988,NILOPOLIS
6989,NITEROI
8819,NOSSA SENHORA DO SOCORRO
4210,NOVA ANDRADINA
6993,NOVA FRIBURGO
6994,NOVA IGUACU
3480,NOVA LIMA
7918,NOVO HAMBURGO
9425,OLIMPIA
5362,OLINDA
3500,OLIVEIRA
9432,OSASCO
7925,OSORIO
9435,OURINHOS
3507,OURO PRETO
8589,PALHOCA
9899,PALMAS
135,PALMEIRA DOS INDIOS
3531,PARA DE MINAS
3532,PARACATU
4728,PARAGOMINAS
9447,PARAGUACU PAULISTA
9902,PARAISO DO TOCANTINS
6418,PARANAGUA
6420,PARANAVAI
4730,PARAUAPEBAS
256,PARINTINS
5658,PARNAIBA
7229,PARNAMIRIM
7953,PASSO FUNDO
3547,PASSOS
6427,PATO BRANCO
5017,PATOS
3549,PATOS DE MINAS
3551,PATROCINIO
9464,PAULINIA
5384,PAULISTA
909,PAULO AFONSO
7965,PELOTAS
5389,PETROLINA
7012,PETROPOLIS
5665,PICOS
7350,PIMENTA BUENO
9485,PINDAMONHANGABA
6445,PINHAIS
2538,PINHEIRO
9493,PIRACICABA
9501,PIRASSUNUNGA
5669,PIRIPIRI
9508,POA
937,POCOES
3632,POCOS DE CALDAS
6471,PONTA GROSSA
4226,PONTA PORA
2287,PORANGATU
7994,PORTO ALEGRE
9519,PORTO FERREIRA
9921,PORTO NACIONAL
944,PORTO SEGURO
7352,PORTO VELHO
3654,POUSO ALEGRE
9527,PRAIA GRANDE
2545,PRESIDENTE DUTRA
9532,PRESIDENTE PRUDENTE
9533,PRESIDENTE VENCESLAU
1636,QUIXADA
5406,RECIFE
4754,REDENCAO
7035,RESENDE
9559,RIBEIRAO PIRES
9560,RIBEIRAO PRETO
7039,RIO BONITO
16,RIO BRANCO
9566,RIO CLARO
7043,RIO DE JANEIRO
8041,RIO GRANDE
158,RIO LARGO
2298,RIO VERDE
4462,RONDONOPOLIS
3724,SABARA
5416,SALGUEIRO
9587,SALTO
988,SALVADOR
9595,SANTA BARBARA DO OESTE
5422,SANTA CRUZ DO CAPIBARIBE
9602,SANTA CRUZ DO RIO PARDO
8079,SANTA CRUZ DO SUL
2562,SANTA INES
8087,SANTA MARIA
8090,SANTA ROSA
316,SANTANA
8101,SANTANA DO LIVRAMENTO
4774,SANTAREM
9625,SANTO ANDRE
8104,SANTO ANGELO
6604,SANTO ANTONIO DA PLATINA
1006,SANTO ANTONIO DE JESUS
7062,SANTO ANTONIO DE PADUA
9636,SANTOS
9640,SAO BERNARDO DO CAMPO
9642,SAO CAETANO DO SUL
9643,SAO CARLOS
7066,SAO FRANCISCO DE ITABAPOANA
8126,SAO GABRIEL
7067,SAO GONCALO
9647,SAO JOAO DA BOA VISTA
7069,SAO JOAO DE MERITI
3857,SAO JOAO DEL REI
8700,SAO JOSE
2585,SAO JOSE DE RIBAMAR
9659,SAO JOSE DO RIO PRETO
9660,SAO JOSE DOS CAMPOS
6656,SAO JOSE DOS PINHAIS
8146,SAO LEOPOLDO
2587,SAO LUIS
8151,SAO LUIZ GONZAGA
2019,SAO MATEUS
9668,SAO PAULO
9671,SAO ROQUE
3924,SAO SEBASTIAO DO PARAISO
9678,SAO VICENTE
8180,SAPIRANGA
7084,SAPUCAIA
8181,SAPUCAIA DO SUL
7085,SAQUAREMA
1036,SENHOR DO BONFIM
2028,SERRA
5453,SERRA TALHADA
1045,SERRINHA
9686,SERTAOZINHO
3986,SETE LAGOAS
1047,SIMOES FILHO
4493,SINOP
1722,SOBRAL
9696,SOROCABA
4495,SORRISO
5114,SOUSA
9700,SUMARE
9703,SUZANO
9707,TABOAO DA SERRA
9725,TATUI
9726,TAUBATE
272,TEFE
1078,TEIXEIRA DE FREITAS
4017,TEOFILO OTONI
5721,TERESINA
7102,TERESOPOLIS
4019,TIMOTEO
6770,TOLEDO
8242,TORRES
4032,TRES CORACOES
4263,TRES LAGOAS
7107,TRES RIOS
2349,TRINDADE
8742,TUBARAO
9748,TUPA
4043,UBA
9756,UBATUBA
4047,UBERABA
4048,UBERLANDIA
6794,UMUARAMA
4051,UNAI
6796,UNIAO DA VITORIA
8278,URUGUAIANA
8280,VACARIA
1102,VALENCA
7110,VALENCA
9768,VALINHOS
2361,VALPARAISO DE GOIAS
4066,VARGINHA
4511,VARZEA GRANDE
9775,VARZEA PAULISTA
8294,VIAMAO
4082,VICOSA
8756,VIDEIRA
2044,VILA VELHA
7371,VILHENA
9783,VINHEDO
2048,VITORIA
1116,VITORIA DA CONQUISTA
5503,VITORIA DE SANTO ANTAO
7121,VOLTA REDONDA
9788,VOTORANTIM
9789,VOTUPORANGA
8763,XANXERE
4846,XINGUARA
